query	class
ajax architects with 2-7 years of experience	3
oracle corporate I am speaking for this week	0
lead in oracle with experience less than 10 years	3
what are all my open apricots on Monday	1
my project event in mumbai From 17th April and 1st of May	0
scala related lessons learnts between 1st of May and 2nd of December	2
java related competencies on thursday	2
list all the developers in ajax	3
scala related designers with experience less than 10 years	3
d&i celebration in newyork on thursday	0
training available in scala on thursday	2
SCALA workshop happening in chennai on Monday	0
list all my in progress issues for next week	1
what are all my initiated task tomorrow	1
java training for this week	2
list all my apricots for this month	1
java related course tomorrow	2
UX corporates in Chennai on this Saturday	0
list all my project trainings in mumbai on 21st April	0
list all my initiated risk on 21st April	1
what are all my open issue on 21st April	1
.net analysts with 2-7 years of experience	3
list all my project apricot on Monday	1
SAP experts in ajax	3
my project apricots on Monday	1
SAP designers in oracle	3
Hub conferences in Chennai for this month	0
designer in java with 2-7 years of experience	3
what are all my upcoming event I am organizing for this month	0
UI workshops in Chennai on 21st April	0
oracle experts in oracle	3
scala designer in oracle	3
what are all my open apricots From 17th April and 1st of May	1
d&i event in newyork for this week	0
d&i training in bangalore for this week	0
SAP developer with 2-7 years of experience	3
designer in scala	3
java trainings tomorrow	2
UX workshops in Chennai on wednesday	0
oracle case studies tomorrow	2
my project risk for next month	1
who are all the expert with 5 years of experience	3
UX leads in scala	3
SAP lead with 5 years of experience	3
IBelong workshops I am participating on Monday	0
java courses on this Saturday	2
UX developer in oracle	3
java lead with 5+ years of experience	3
list all my recommended corporate I am participating on Monday	0
.net lessons learnts today	2
oracle analyst with 2-7 years of experience	3
issue on 21st April	1
events for next week	0
scala designers in oracle	3
list all my closed apricot on this Saturday	1
d&i celebrations in bangalore between 1st of May and 2nd of December	0
list all my apricots on wednesday	1
java related best practices From 17th April and 1st of May	2
what are all my recommended conference happening in chennai for next month	0
list all the experts in java	3
what are all my open apricots on next tuesday	1
ajax case studie for next month	2
list all my in progress apricot for next week	1
my project issue on Monday	1
case studies in ajax today	2
scala related designer in ajax	3
list all my in progress task on thursday	1
my project celebrations I am participating on Monday	0
SCALA corporate I am participating on 21st April	0
Hub corporate I am speaking	0
list all my open tasks on next tuesday	1
list all my initiated issues tomorrow	1
list all my conferences in Chennai today	0
list all my in progress task on Monday	1
java expert with 5+ years of experience	3
.net case studie From 17th April and 1st of May	2
list all my recommended celebrations in Chennai From 17th April and 1st of May	0
list all my recommended workshops in newyork for next month	0
scala proposal on 21st April	2
list all my open risks tomorrow	1
SAP developers in java	3
list all my project task on thursday	1
d&i celebration in london From 17th April and 1st of May	0
who are all the designer with 5+ years of experience	3
competencie in oracle for next week	2
list all my project apricot for this month	1
oracle workshop in newyork on thursday	0
ajax courses on wednesday	2
SAP best practice today	2
java event in mumbai on 21st April	0
oracle course between 1st of May and 2nd of December	2
java white papers From 17th April and 1st of May	2
what are all my closed risk today	1
scala related experts with 5 years of experience	3
what are all my recommended celebrations in bangalore on next tuesday	0
android designer with 5 years of experience	3
list all my closed tasks on 21st April	1
list all my recommended workshop I am participating tomorrow	0
my project apricots tomorrow	1
my best practices on thursday	2
list all my project issue on thursday	1
.net designer with 2-7 years of experience	3
my project apricot for this month	1
my project workshops in mumbai tomorrow	0
list all my project task on next tuesday	1
analyst with 5 years of experience in oracle	3
