class,id
1,Hub corporates I am organizing on 21st April
0,what are all my in progress task on thursday
1,list all my project corporates in london between 1st of May and 2nd of December
0,my task on next tuesday
0,what are all my in progress apricots on 21st April
0,lessons learnt published in java on Monday
1,list all the training for next month
1,my event I am speaking for this month
1,UX events in bangalore
1,java celebrations I am participating on thursday
1,my project workshop I am speaking tomorrow
1,Python training for this month
1,IBelong workshops I am speaking for this week
1,my project corporate in london From 17th April and 1st of May
0,course available in scala on Monday
1,what are all the conferences in mumbai between 1st of May and 2nd of December
1,UI conferences I am participating for next week
0,oracle case studie on Monday
0,risk on next tuesday
1,IBelong corporates in newyork on 21st April
1,SCALA conference in london on wednesday
0,SAP analysts with 5+ years of experience
0,what are all my initiated risk for next week
0,best practices published in java on next tuesday
1,what are all my recommended trainings for this month
1,what are all my upcoming training in mumbai on this Saturday
1,IBelong events happening in chennai From 17th April and 1st of May
1,list all my upcoming conferences on wednesday
0,java related white paper From 17th April and 1st of May
1,list all my recommended conference I am organizing on Monday
0,scala related developers with 2-7 years of experience
1,list all my workshops happening in chennai on next tuesday
1,list all my workshops in bangalore
1,SCALA corporate I am speaking for this week
0,list all my closed issue between 1st of May and 2nd of December
0,java white paper From 17th April and 1st of May
0,scala competencies on Monday
1,trainings on this Saturday
0,scala related best practices on next tuesday
1,list all my upcoming celebrations in london between 1st of May and 2nd of December
1,d&i conference in Chennai for next week
1,UI celebrations in mumbai for this week
0,what are all the best practice for next month
0,oracle analysts with experience less than 10 years
1,what are all the training in london for next month
0,scala related architects with experience less than 10 years
1,oracle trainings happening in chennai on Monday
1,what are all the events I am organizing
0,.net case studie on 21st April
1,IBelong corporates in newyork on wednesday
1,UX workshops in mumbai on next tuesday
1,SCALA corporates in london on this Saturday
0,oracle analyst with 5+ years of experience
1,what are all the training I am participating on next tuesday
0,.net competencies on 21st April
1,java corporates I am organizing for next month
1,what are all my recommended corporates I am speaking today
1,list all event I am participating
0,competencies published in java on thursday
0,scala course
0,best practice in oracle
0,my risks on wednesday
0,java related lessons learnts for next month
1,trainings in ajax on wednesday
1,list all my project trainings in london today
0,list all my initiated risk on Monday
0,scala related competencies for next week
1,list all my upcoming celebrations I am participating for next week
0,lead with 5+ years of experience in scala
1,java celebration in london for next week
1,list all my conferences in bangalore on Monday
1,my project events in Chennai on this Saturday
0,best practice between 1st of May and 2nd of December
1,java events in Chennai on this Saturday
0,oracle lead with experience less than 10 years
1,list all my recommended workshops in london on next tuesday
1,java workshop in bangalore on next tuesday
1,java event in newyork
0,SAP competencies on next tuesday
0,lessons learnts From 17th April and 1st of May
1,what are all the corporates in newyork between 1st of May and 2nd of December
1,what are all my upcoming conference between 1st of May and 2nd of December
0,lessons learnt available in scala From 17th April and 1st of May
0,ajax expert in ajax
1,list all training in bangalore on 21st April
0,SAP designer in ajax
0,java experts
1,d&i event happening in chennai for next week
0,my apricot today
1,list all my project corporate in london for next month
1,trainings for this week
0,my project tasks tomorrow
1,what are all the trainings in newyork for this month
1,Python corporate I am participating between 1st of May and 2nd of December
1,Python training I am speaking for this week
0,.net competencies tomorrow
1,list all events in Chennai on 21st April
0,what are all my in progress apricots between 1st of May and 2nd of December
0,.net analyst in oracle
0,course in ajax
0,list all my closed risks on Monday
0,proposals in oracle for this month
1,my workshops in newyork on next tuesday
0,list all the proposals for this week
1,what are all my upcoming training in london on thursday
1,java corporates in bangalore on thursday
0,lessons learnts published in java for this week
0,ajax proposals on wednesday
1,my trainings I am organizing
0,scala best practice on thursday
1,list all my project celebrations I am organizing between 1st of May and 2nd of December
1,what are all the training on next tuesday
0,scala related case studies
1,IBelong workshops in bangalore for this month
1,list all my corporates in newyork tomorrow
1,what are all my recommended celebrations I am participating on thursday
0,SAP competencie today
1,IBelong trainings in london between 1st of May and 2nd of December
1,list all my project corporates I am organizing From 17th April and 1st of May
1,what are all my recommended celebration in bangalore
0,ajax lessons learnts on next tuesday
1,list all workshop happening in chennai on Monday
0,scala best practice on this Saturday
0,scala related architects in scala
1,IBelong training in Chennai for next week
1,list all my events I am participating for this month
1,java corporates in newyork on Monday
0,android developer in scala
0,java architects in java
1,what are all the conferences in mumbai for next week
0,android lead in ajax
0,SAP developer with experience less than 10 years
0,scala related white papers on 21st April
1,my conference in mumbai on this Saturday
0,oracle architects in scala
1,list all my project conference on next tuesday
0,trainings available in scala on 21st April
0,scala best practice for next month
0,my competencie today
1,list all my upcoming celebrations on this Saturday
1,oracle workshops between 1st of May and 2nd of December
1,trainings available in scala on Monday
1,Python corporate in Chennai on wednesday
1,training in ajax today
1,UI celebration on 21st April
1,list all my recommended conferences in newyork tomorrow
0,scala related competencies From 17th April and 1st of May
0,java related lessons learnts for this week
0,ajax course tomorrow
0,list all my risk for next month
1,my training in Chennai today
1,my celebrations in mumbai
1,my events I am participating on Monday
0,list all my initiated risks on thursday
0,ajax lessons learnts for this month
1,trainings in oracle on Monday
1,UX events happening in chennai on thursday
1,d&i celebration today
1,UX conference I am speaking on 21st April
1,d&i corporate in Chennai From 17th April and 1st of May
1,my trainings I am participating on thursday
1,list all my recommended conferences in newyork for this month
0,.net designers in java
1,list all my project conference in bangalore on this Saturday
0,scala related case studie on thursday
0,java leads with 5 years of experience
0,my project apricots for this month
1,Python events in mumbai From 17th April and 1st of May
1,oracle event in bangalore for this month
1,list all conference in bangalore tomorrow
0,list all the architects in ajax
1,my conferences in london on thursday
1,SCALA corporates in london From 17th April and 1st of May
0,proposal published in java on wednesday
1,list all my corporates I am participating on next tuesday
1,what are all my recommended training in Chennai on wednesday
0,courses published in java on next tuesday
1,list all my recommended corporates in Chennai tomorrow
0,my project task for this week
1,UI events in bangalore on next tuesday
1,my project events tomorrow
0,analysts in scala with 5+ years of experience
1,list all my recommended workshops I am organizing on Monday
0,.net white papers From 17th April and 1st of May
1,SCALA celebrations between 1st of May and 2nd of December
1,my project trainings in london on 21st April
1,what are all my upcoming workshop in london between 1st of May and 2nd of December
1,UI corporate happening in chennai on Monday
1,UX event in Chennai today
1,list all my workshops happening in chennai on this Saturday
1,SCALA corporates in london for next week
1,my workshops I am organizing on this Saturday
1,Hub conference in london for this week
1,list all my celebrations I am organizing
0,competencie available in scala on 21st April
1,IBelong event in mumbai for next week
1,list all event in mumbai tomorrow
0,who are all the expert with experience more than 3 years
0,my lessons learnt on wednesday
0,who are all the analyst with 5+ years of experience
0,my case studie on this Saturday
0,list all my closed apricot today
0,java related competencies From 17th April and 1st of May
0,proposal between 1st of May and 2nd of December
0,what are all my in progress risk on Monday
1,list all corporate in bangalore on 21st April
1,java event on thursday
0,what are all the best practice on 21st April
0,what are all the courses on 21st April
0,what are all my initiated apricots today
0,list all my closed risk on next tuesday
1,IBelong event on thursday
0,competencie published in java tomorrow
0,.net architect with 2-7 years of experience
0,leads with experience more than 3 years in scala
1,IBelong celebrations happening in chennai on wednesday
0,designers in java with experience more than 3 years
1,list all my upcoming conferences in london for this week
0,scala related white papers From 17th April and 1st of May
1,SCALA events happening in chennai on thursday
0,my competencie for this month
1,d&i workshops in Chennai for next week
0,SAP case studies between 1st of May and 2nd of December
0,list all my closed issues between 1st of May and 2nd of December
1,my project training I am speaking From 17th April and 1st of May
0,lessons learnt published in java on thursday
1,Python celebrations in mumbai for this week
1,UI trainings in Chennai on thursday
1,conferences on thursday
0,SAP proposals tomorrow
1,IBelong conference happening in chennai between 1st of May and 2nd of December
0,java designers in scala
1,java trainings in newyork for next month
0,list all the proposal on thursday
1,scala related trainings for this month
0,UX analysts in ajax
0,analyst in scala with 5 years of experience
0,competencies today
0,lessons learnts published in java for this month
0,my white papers on Monday
0,who are all the developer with experience more than 3 years
1,experts in chennai
1,in chennai
