class,id
0,best practices available in scala on this Saturday
1,what are all my upcoming conference I am organizing on this Saturday
1,my event in Chennai on Monday
0,list all the white papers today
1,UI events on thursday
0,my trainings on next tuesday
1,Hub celebration in Chennai on Monday
1,list all my recommended training in newyork on wednesday
1,oracle events happening in chennai on wednesday
0,scala course on wednesday
2,best practice published in java tomorrow
1,UX corporates in london tomorrow
1,oracle conferences happening in chennai for this week
1,my event in newyork today
0,white paper in ajax From 17th April and 1st of May
1,list all workshop I am organizing for this month
1,list all my celebrations in Chennai tomorrow
2,SAP training for this week
1,UX workshops in london on Monday
1,what are all my recommended corporate in newyork on Monday
0,proposal in oracle on 21st April
0,.net designers in oracle
0,courses on next tuesday
1,what are all my recommended conference between 1st of May and 2nd of December
1,list all celebrations in newyork between 1st of May and 2nd of December
1,java celebrations in newyork between 1st of May and 2nd of December
1,what are all the conferences in newyork between 1st of May and 2nd of December
1,what are all the conference in london on this Saturday
1,IBelong events in newyork for next month
0,case studie in ajax From 17th April and 1st of May
0,case studies published in java today
1,what are all my upcoming conference in bangalore on wednesday
0,java related trainings on thursday
1,list all conference between 1st of May and 2nd of December
0,proposal published in java on this Saturday
1,what are all my upcoming event I am speaking today
2,java trainings on this Saturday
1,Python conferences I am speaking on Monday
1,UI workshops I am organizing between 1st of May and 2nd of December
1,list all corporates I am participating on Monday
1,SCALA training in mumbai on Monday
1,list all corporate happening in chennai on Monday
1,list all my recommended corporates I am speaking on Monday
1,Python training tomorrow
0,ajax case studies on Monday
0,developers with experience more than 3 years in ajax
1,what are all my upcoming workshops in london on thursday
1,list all event happening in chennai between 1st of May and 2nd of December
0,android designer in ajax
0,competencie in ajax tomorrow
1,list all my project corporate in newyork on Monday
0,proposals available in scala for next month
0,list all my risk on next tuesday
1,SCALA trainings happening in chennai From 17th April and 1st of May
0,SAP proposal today
0,java best practices
1,SCALA conference in bangalore for this week
1,list all my upcoming event in newyork between 1st of May and 2nd of December
2,scala related competencies
0,what are all my in progress issues between 1st of May and 2nd of December
1,list all my upcoming conferences in mumbai tomorrow
0,what are all my in progress issue for this month
1,list all my recommended events in newyork between 1st of May and 2nd of December
0,best practices on Monday
2,competencies in ajax on thursday
0,list all my risk on thursday
0,.net course for next week
1,what are all my upcoming event I am organizing for this week
1,my project workshops in mumbai between 1st of May and 2nd of December
0,trainings on Monday
1,d&i workshop I am organizing for next week
1,list all corporate in newyork tomorrow
1,d&i conferences in mumbai on thursday
0,scala case studies for this week
1,my project trainings I am organizing on 21st April
0,scala white papers for next week
1,what are all my recommended trainings in mumbai on 21st April
2,ajax best practice on wednesday
0,scala related training
0,who are all the lead with experience more than 3 years
1,list all corporate in mumbai on Monday
0,scala lead with experience more than 3 years
0,.net competencies
1,oracle celebrations tomorrow
0,.net white paper
2,my best practice
1,d&i workshops I am speaking on Monday
0,my courses on 21st April
0,java competencie between 1st of May and 2nd of December
1,list all training I am participating on next tuesday
0,oracle competencie for this month
1,IBelong celebrations on wednesday
1,IBelong corporates I am participating tomorrow
0,my proposal on this Saturday
1,oracle celebration in london for next week
1,list all my recommended conference in mumbai for next week
1,UI conferences in newyork on Monday
1,oracle workshop I am speaking today
1,list all my project conferences in london for this month
0,list all my closed apricot on 21st April
1,my project corporate I am participating
0,list all my initiated apricot on Monday
0,proposal in ajax on thursday
1,UX trainings in london
0,.net trainings From 17th April and 1st of May
0,apricots on next tuesday
1,what are all my upcoming conferences I am participating
1,list all my upcoming conferences in newyork on next tuesday
0,UX developers
1,oracle conference I am speaking for next week
0,.net competencie for this week
1,what are all the celebrations in bangalore From 17th April and 1st of May
0,list all the competencies today
1,Hub corporates in newyork on 21st April
1,what are all my recommended workshop in london
1,what are all the conferences I am participating for next week
0,trainings in ajax on Monday
0,ajax lessons learnts for next week
0,scala related competencies on wednesday
2,ajax proposal tomorrow
0,analysts in java with 5 years of experience
1,what are all my upcoming trainings I am participating
2,my competencies for this month
1,java trainings in bangalore
1,my project workshops I am speaking From 17th April and 1st of May
0,what are all my open issue for this month
1,list all my events in london for next month
1,list all my project corporates happening in chennai on Monday
1,list all events in newyork From 17th April and 1st of May
1,list all my upcoming corporates happening in chennai for next week
0,list all my closed issue today
1,list all my upcoming event happening in chennai on next tuesday
1,list all my project conference in newyork tomorrow
1,list all my recommended celebrations I am speaking on this Saturday
1,Hub celebrations in newyork on Monday
0,oracle designer in oracle
1,java trainings in mumbai for this month
1,list all my project workshop happening in chennai on wednesday
0,what are all the trainings on this Saturday
1,UX workshop in Chennai on thursday
0,java lead with 5+ years of experience
2,.net proposals on this Saturday
1,SCALA celebrations in Chennai on thursday
1,list all my recommended trainings in mumbai on thursday
2,java trainings on Monday
0,my best practice on next tuesday
1,UI training in mumbai for this week
1,list all my project corporate I am speaking on wednesday
1,UI event happening in chennai
1,what are all the event in london on thursday
2,list all the proposals on next tuesday
0,lessons learnts in oracle for next month
0,java competencie on next tuesday
1,what are all the corporate in Chennai on thursday
1,list all my upcoming corporate I am organizing tomorrow
2,courses available in scala today
1,what are all my recommended workshop I am participating between 1st of May and 2nd of December
0,my courses
1,celebration tomorrow
0,java related case studies today
0,list all my initiated risks for this week
1,SCALA conferences tomorrow
1,what are all my upcoming corporates in mumbai tomorrow
0,.net best practice for this week
1,list all my upcoming corporate I am organizing for this week
1,UI celebrations in newyork on this Saturday
0,scala white paper today
1,java trainings in london From 17th April and 1st of May
0,proposals available in scala on 21st April
1,oracle conferences happening in chennai on 21st April
1,oracle celebrations in Chennai
1,list all my upcoming workshops in bangalore on next tuesday
1,d&i trainings in newyork on next tuesday
0,proposal in ajax on this Saturday
0,my best practice today
1,UI event in bangalore on next tuesday
0,list all my closed tasks for this month
2,scala related proposals on next tuesday
0,SAP course for this week
1,oracle corporates in newyork on this Saturday
0,what are all the lessons learnts today
1,list all my project event in newyork for next month
2,java related courses for next week
1,UX conference I am organizing on thursday
1,list all my upcoming workshop in mumbai
0,UX expert with 5 years of experience
0,analyst in oracle with 5 years of experience
1,list all my event I am participating today
1,UX event in bangalore for this week
1,what are all my recommended workshop in mumbai From 17th April and 1st of May
1,list all my recommended events in newyork on this Saturday
0,case studies for this week
0,white paper for next month
1,list all my upcoming celebration in Chennai on thursday
0,SAP competencie on wednesday
0,.net proposals
1,list all celebrations I am organizing between 1st of May and 2nd of December
0,white paper available in scala for next month
1,d&i corporate in mumbai between 1st of May and 2nd of December
0,what are all the best practice on thursday
1,d&i trainings in mumbai on 21st April
1,java event I am organizing for next month
1,what are all my upcoming training for this month
1,SCALA workshops I am speaking on this Saturday
1,SCALA workshop happening in chennai on 21st April
0,scala related lessons learnts on Monday
0,scala related courses
0,list all the developer with experience more than 3 years
1,UX celebration in mumbai for this week
0,ajax training today
1,list all my recommended corporates in london on wednesday
1,UI conferences I am participating
0,java course for next month
1,what are all my recommended events for next month
1,Hub conference in mumbai for next week
1,list all my upcoming conferences in mumbai on 21st April
0,lessons learnt in ajax for next month
1,UI events in mumbai for next week
0,my project issue for this month
1,UX conferences in mumbai between 1st of May and 2nd of December
1,SCALA conferences in mumbai today
1,d&i corporate in london for next week
1,my project events I am participating for this month
0,java related proposals on this Saturday
0,java related courses on Monday
0,scala training
1,my corporate in newyork for next week
1,my trainings in newyork on thursday
1,list all conference in london for this week
1,what are all the celebration on this Saturday
0,scala related white paper for next month
1,java celebrations I am speaking on next tuesday
1,list all training I am speaking on thursday
0,courses From 17th April and 1st of May
0,list all the case studies for next month
1,list all my training I am speaking
0,SAP developers with 5 years of experience
1,what are all my upcoming event in mumbai on this Saturday
1,list all my project events I am participating for next week
0,scala case studies From 17th April and 1st of May
1,list all training happening in chennai on wednesday
1,UI corporate for next month
0,white paper published in java on next tuesday
1,java conference on Monday
2,case studies in oracle for next week
1,my project workshop in newyork for this week
2,.net case studies on this Saturday
0,scala related white papers on this Saturday
0,developers in ajax with experience more than 3 years
1,what are all my upcoming celebrations in Chennai on 21st April
1,Python events I am participating for next week
2,ajax case studie for this week
